"condition","score","score_result"
"Birth Control",-0.0384615384615385,"negative"
"Birth Control",0.037037037037037,"positive"
"Diabetes, Type 2",0.111111111111111,"positive"
"Bipolar Disorder",-0.0638297872340425,"negative"
"Bipolar Disorder",0.08,"positive"
"Gout",0.0645161290322581,"positive"
"Obesity",0.2,"positive"
"Birth Control",0.1,"positive"
"Weight Loss",0.0882352941176471,"positive"
"Weight Loss",0.0375,"positive"
"Asthma",0.5,"positive"
"Birth Control",-0.0140845070422535,"negative"
"Edema",0.25,"positive"
"Helicobacter Pylori Infection",-0.0789473684210526,"negative"
"Not Listed Or Other",0.0909090909090909,"positive"
"Rheumatoid Arthritis",0.1,"positive"
"Birth Control",-0.0983606557377049,"negative"
"Crohn's Disease, Maintenance",-0.0816326530612245,"negative"
"Birth Control",-0.0256410256410256,"negative"
"Abnormal Uterine Bleeding",-0.185714285714286,"negative"
"Birth Control",0.333333333333333,"positive"
"Vaginal Yeast Infection",0.140625,"positive"
"Birth Control",-0.0882352941176471,"negative"
"Birth Control",0.0277777777777778,"positive"
"Erectile Dysfunction",0.333333333333333,"positive"
"Adhd",0.0508474576271186,"positive"
"Major Depressive Disorder",0,"neutral"
"Emergency Contraception",0.147540983606557,"positive"
"Psoriasis",0.115384615384615,"positive"
"Diabetes, Type 2",0.075,"positive"
"Social Anxiety Disorder",0.0769230769230769,"positive"
"Pain",0.142857142857143,"positive"
"Influenza",0.0434782608695652,"positive"
"Bipolar Disorder",0.153846153846154,"positive"
"Depression",0.266666666666667,"positive"
"Crohn's Disease",-0.0952380952380952,"negative"
"Allergies",-0.106382978723404,"negative"
"Pain",-0.0689655172413793,"negative"
"Anxiety",0.125,"positive"
"Allergic Rhinitis",0.0857142857142857,"positive"
"Major Depressive Disorder",-0.115942028985507,"negative"
"Hemorrhoids",0.25,"positive"
"Depression",0.0535714285714286,"positive"
"Anxiety",0.108108108108108,"positive"
"Opiate Dependence",0.153846153846154,"positive"
"Acne",0.032258064516129,"positive"
"Psoriasis",0.107142857142857,"positive"
"Pain",0,"neutral"
"Weight Loss",0,"neutral"
"Pain",0.142857142857143,"positive"
"Depression",0.0526315789473684,"positive"
"Anxiety",-0.3,"negative"
"Obesity",0.0363636363636364,"positive"
"Bipolar Disorder",-0.0952380952380952,"negative"
"Vaginal Yeast Infection",-0.0851063829787234,"negative"
"Abnormal Uterine Bleeding",0.03125,"positive"
"Rheumatoid Arthritis",0.5,"positive"
"High Blood Pressure",0.12280701754386,"positive"
"Psoriasis",0.02,"positive"
"Major Depressive Disorder",0.0819672131147541,"positive"
"Depression",0.0487804878048781,"positive"
"Major Depressive Disorder",0.181818181818182,"positive"
"Irritable Bowel Syndrome",-0.166666666666667,"negative"
"Supraventricular Tachycardia",-0.0344827586206897,"negative"
"NA",0.0588235294117647,"positive"
"Birth Control",-0.125,"negative"
"Birth Control",0.142857142857143,"positive"
"Vaginal Yeast Infection",-0.0512820512820513,"negative"
"Obesity",0.032258064516129,"positive"
"Adhd",0.142857142857143,"positive"
"Diabetes, Type 2",0.0555555555555556,"positive"
"Urinary Tract Infection",0.0833333333333333,"positive"
"Rheumatoid Arthritis",0.6,"positive"
"Systemic Lupus Erythematosus",-0.038961038961039,"negative"
"Alcohol Dependence",1,"positive"
"Chronic Pain",-0.125,"negative"
"Bipolar Disorder",-0.3125,"negative"
"Birth Control",0.0571428571428571,"positive"
"Polycystic Ovary Syndrome",-0.1,"negative"
"Birth Control",0.0161290322580645,"positive"
"Birth Control",0.0363636363636364,"positive"
"Birth Control",0.05,"positive"
"Birth Control",-0.0149253731343284,"negative"
"Hypogonadism, Male",0.0714285714285714,"positive"
"Panic Disorder",0.666666666666667,"positive"
"Obsessive Compulsive Disorder",-0.0169491525423729,"negative"
"Bipolar Disorder",0.176470588235294,"positive"
"Osteoarthritis",0,"neutral"
"Weight Loss",0.0357142857142857,"positive"
"Birth Control",0.12,"positive"
"Weight Loss",-0.115384615384615,"negative"
"Schizoaffective Disorder",0.4,"positive"
"Inflammatory Conditions",0.027027027027027,"positive"
"Hidradenitis Suppurativa",0.03125,"positive"
"Nasal Congestion",0,"neutral"
"Insomnia",-0.0192307692307692,"negative"
"Insomnia",0.0769230769230769,"positive"
"Birth Control",-0.128205128205128,"negative"
"Herpes Simplex, Suppression",0.0882352941176471,"positive"
"Vertigo",0.111111111111111,"positive"
"Hepatic Encephalopathy",0.272727272727273,"positive"
"Constipation",-0.119047619047619,"negative"
"Birth Control",0.0606060606060606,"positive"
"Birth Control",0.0483870967741935,"positive"
"Birth Control",-0.0294117647058824,"negative"
"Emergency Contraception",-0.046875,"negative"
"Cutaneous Candidiasis",-0.0140845070422535,"negative"
"Hypogonadism, Male",-0.0317460317460317,"negative"
"Migraine Prevention",0.104477611940299,"positive"
"Diabetes, Type 2",0.0434782608695652,"positive"
"Birth Control",-0.0892857142857143,"negative"
"Insomnia",0.142857142857143,"positive"
"NA",0.0298507462686567,"positive"
"Pain",0.0238095238095238,"positive"
"Birth Control",-0.0857142857142857,"negative"
"Osteoarthritis",0,"neutral"
"Not Listed Or Other",-0.0166666666666667,"negative"
"Constipation",0.0333333333333333,"positive"
"Strep Throat",-0.4,"negative"
"Bipolar Disorder",0.125,"positive"
"Atrophic Urethritis",-0.2,"negative"
"Birth Control",0.136363636363636,"positive"
"Fibromyalgia",0.0909090909090909,"positive"
"Indigestion",0.142857142857143,"positive"
"Diabetes, Type 2",0.0263157894736842,"positive"
"Atrial Fibrillation",-0.0540540540540541,"negative"
"Bowel Preparation",0.142857142857143,"positive"
"Obesity",-0.0263157894736842,"negative"
"Anxiety And Stress",-0.111111111111111,"negative"
"Systemic Lupus Erythematosus",-0.172413793103448,"negative"
"Depression",0.0701754385964912,"positive"
"Birth Control",-0.115384615384615,"negative"
"Emergency Contraception",0,"neutral"
"Weight Loss",0.0555555555555556,"positive"
"Insomnia",0,"neutral"
"Birth Control",-0.0434782608695652,"negative"
"Epilepsy",-0.140350877192982,"negative"
"Emergency Contraception",0.1875,"positive"
"Birth Control",0.0238095238095238,"positive"
"Benign Prostatic Hyperplasia",0.375,"positive"
"Fibromyalgia",0,"neutral"
"Bipolar Disorder",0.18,"positive"
"Depression",0.25,"positive"
"High Blood Pressure",0.166666666666667,"positive"
"Urinary Tract Infection",-0.0571428571428571,"negative"
"Urinary Tract Infection",0.123287671232877,"positive"
"Constipation, Chronic",0.0625,"positive"
"Insomnia",0.0972222222222222,"positive"
"Opiate Dependence",-0.028169014084507,"negative"
"Birth Control",-0.1,"negative"
"Birth Control",0.0666666666666667,"positive"
"Glaucoma, Open Angle",0,"neutral"
"NA",0.0606060606060606,"positive"
"Diabetes, Type 2",0.0869565217391304,"positive"
"Bipolar Disorder",0.0163934426229508,"positive"
"NA",-0.0909090909090909,"negative"
"Breast Cancer, Metastatic",0.0142857142857143,"positive"
"Anxiety And Stress",-0.227272727272727,"negative"
"Upper Respiratory Tract Infection",-0.135135135135135,"negative"
"Abnormal Uterine Bleeding",-0.179487179487179,"negative"
"Birth Control",0.0441176470588235,"positive"
"Osteoarthritis",0.125,"positive"
"Migraine Prevention",-0.05,"negative"
"Anxiety",-0.13953488372093,"negative"
"Weight Loss",-0.0142857142857143,"negative"
"Adhd",0.0735294117647059,"positive"
"Copd, Maintenance",0.0606060606060606,"positive"
"Irritable Bowel Syndrome",-0.0857142857142857,"negative"
"Anxiety",-0.04,"negative"
"Weight Loss",0.0181818181818182,"positive"
"Osteoarthritis",0.0666666666666667,"positive"
"Birth Control",0.0263157894736842,"positive"
"Seizure Prevention",-0.0140845070422535,"negative"
"Bowel Preparation",-0.0833333333333333,"negative"
"Muscle Pain",-0.2,"negative"
"Birth Control",0.0172413793103448,"positive"
"Birth Control",0.14,"positive"
"Depression",-0.0425531914893617,"negative"
"Schizoaffective Disorder",0.0227272727272727,"positive"
"Sinusitis",0.272727272727273,"positive"
"Diabetes, Type 2",0.0606060606060606,"positive"
"Major Depressive Disorder",-0.0196078431372549,"negative"
"Rheumatoid Arthritis",0.111111111111111,"positive"
"Constipation",0.0857142857142857,"positive"
"Acne",-0.130434782608696,"negative"
"Bipolar Disorder",-0.263157894736842,"negative"
"Birth Control",0,"neutral"
"Birth Control",-0.5,"negative"
"Major Depressive Disorder",-0.333333333333333,"negative"
"Erectile Dysfunction",0.0819672131147541,"positive"
"Abnormal Uterine Bleeding",0.0192307692307692,"positive"
"Cough",-0.0882352941176471,"negative"
"Depression",0.0441176470588235,"positive"
"Generalized Anxiety Disorder",-0.0606060606060606,"negative"
"Depression",0.155172413793103,"positive"
"Abnormal Uterine Bleeding",-0.119402985074627,"negative"
"Psoriasis",0.166666666666667,"positive"
"Weight Loss",0.181818181818182,"positive"
"Birth Control",0,"neutral"
"Nausea/Vomiting",0,"neutral"
"Smoking Cessation",0.0266666666666667,"positive"
"Postmenopausal Symptoms",0.25,"positive"
"Menorrhagia",-0.0754716981132075,"negative"
"Emergency Contraception",0.0151515151515152,"positive"
"Ulcerative Colitis",0.0882352941176471,"positive"
"Allergic Rhinitis",0.272727272727273,"positive"
"Birth Control",-0.0714285714285714,"negative"
"Bipolar Disorder",0,"neutral"
"Onychomycosis, Toenail",0.0888888888888889,"positive"
"Somatoform Pain Disorderr",-0.153846153846154,"negative"
"Birth Control",0.184210526315789,"positive"
"Pain",0.0909090909090909,"positive"
"Acne",0.0869565217391304,"positive"
"Birth Control",0.0333333333333333,"positive"
"Emergency Contraception",0.107142857142857,"positive"
"Gerd",0.0357142857142857,"positive"
"Osteoarthritis",-0.037037037037037,"negative"
"Generalized Anxiety Disorder",0.0416666666666667,"positive"
"Major Depressive Disorder",0,"neutral"
"Birth Control",-0.0666666666666667,"negative"
"Anxiety And Stress",0,"neutral"
"Panic Disorder",0.136363636363636,"positive"
"Birth Control",0.0434782608695652,"positive"
"Birth Control",-0.0307692307692308,"negative"
"Muscle Spasm",-0.015625,"negative"
"Influenza",0,"neutral"
"Ovarian Cysts",-0.0588235294117647,"negative"
"Ventricular Tachycardia",-0.0769230769230769,"negative"
"Weight Loss",0.032258064516129,"positive"
"Birth Control",0.087719298245614,"positive"
"Acute Otitis Externa",-0.285714285714286,"negative"
"Overactive Bladder",0.104166666666667,"positive"
"Birth Control",-0.0178571428571429,"negative"
"Opiate Withdrawal",-0.0158730158730159,"negative"
"Depression",0.09375,"positive"
"Vaginal Yeast Infection",0.111111111111111,"positive"
"Adhd",0.0714285714285714,"positive"
"Back Pain",1,"positive"
"Cough",-0.115384615384615,"negative"
"Birth Control",-0.0166666666666667,"negative"
"Weight Loss",-0.1,"negative"
"Surgical Prophylaxis",-0.142857142857143,"negative"
"Insomnia",0.0238095238095238,"positive"
"Acne",0.0952380952380952,"positive"
"Birth Control",0,"neutral"
"Depression",-0.230769230769231,"negative"
"Birth Control",0.0454545454545455,"positive"
"Birth Control",-0.191780821917808,"negative"
"Hepatitis C",0.171428571428571,"positive"
"Birth Control",-0.0357142857142857,"negative"
"Fibromyalgia",0.0769230769230769,"positive"
"Birth Control",0.0793650793650794,"positive"
"Adhd",0.142857142857143,"positive"
"Adhd",0.164179104477612,"positive"
"Helicobacter Pylori Infection",-0.0175438596491228,"negative"
"Prostatitis",0.0666666666666667,"positive"
"Vaginal Yeast Infection",0.179487179487179,"positive"
"Panic Disorder",-0.0428571428571429,"negative"
"Pain",0.0476190476190476,"positive"
"Weight Loss",0,"neutral"
"Emergency Contraception",0.125,"positive"
"Depression",0,"neutral"
"Bipolar Disorder",0.0909090909090909,"positive"
"Vaginal Yeast Infection",0.0588235294117647,"positive"
"Major Depressive Disorder",0.0307692307692308,"positive"
"Upper Respiratory Tract Infection",0,"neutral"
"Major Depressive Disorder",0.111111111111111,"positive"
"Birth Control",0.0454545454545455,"positive"
"Acne",0.266666666666667,"positive"
"Bipolar Disorder",0,"neutral"
"Birth Control",0.09375,"positive"
"Bladder Infection",-0.142857142857143,"negative"
"Abnormal Uterine Bleeding",0.1875,"positive"
"Anxiety",0.0444444444444444,"positive"
"Atrial Fibrillation",0.0857142857142857,"positive"
"Pain",0.027027027027027,"positive"
"Birth Control",-0.0576923076923077,"negative"
"Postmenopausal Symptoms",0.162790697674419,"positive"
"Smoking Cessation",0,"neutral"
"Birth Control",0.0612244897959184,"positive"
"Depression",0.0217391304347826,"positive"
"NA",-0.0298507462686567,"negative"
"Premenstrual Dysphoric Disorder",0.0892857142857143,"positive"
"Pain",-0.024390243902439,"negative"
"Depression",-0.172413793103448,"negative"
"Depression",-0.0681818181818182,"negative"
"Anxiety",0.1,"positive"
"Pain",0.0714285714285714,"positive"
"Nausea/Vomiting",0.25,"positive"
"Migraine",0.282608695652174,"positive"
"Postherpetic Neuralgia",-0.0434782608695652,"negative"
"Opiate Dependence",0.0576923076923077,"positive"
"Bacterial Skin Infection",-0.125,"negative"
"Generalized Anxiety Disorder",0.115384615384615,"positive"
"Multiple Sclerosis",0.05,"positive"
"Birth Control",0,"neutral"
"Smoking Cessation",0.0545454545454545,"positive"
"Weight Loss",0.166666666666667,"positive"
"Bipolar Disorder",-0.3125,"negative"
"Acne",0.08,"positive"
"Obesity",0,"neutral"
"Depression",-0.166666666666667,"negative"
"Rheumatoid Arthritis",0.166666666666667,"positive"
"Birth Control",0.0161290322580645,"positive"
"Benign Prostatic Hyperplasia",0.132075471698113,"positive"
"Anxiety",0.0909090909090909,"positive"
"Cough",0.0833333333333333,"positive"
"Inflammatory Conditions",-0.0666666666666667,"negative"
"Birth Control",0.0606060606060606,"positive"
"Hot Flashes",0.0625,"positive"
"Gerd",0.1875,"positive"
"Birth Control",0.0625,"positive"
"Birth Control",0.125,"positive"
"Cough",0.0434782608695652,"positive"
"Birth Control",-0.119402985074627,"negative"
"Insomnia",0.0232558139534884,"positive"
"Depression",1,"positive"
"Birth Control",-0.117647058823529,"negative"
"Bipolar Disorder",0,"neutral"
"Birth Control",0.142857142857143,"positive"
"Bipolar Disorder",-0.0212765957446809,"negative"
"Anxiety",0.166666666666667,"positive"
"Pain",0.0909090909090909,"positive"
"Asthma",0.15,"positive"
"Dysuria",0.0454545454545455,"positive"
"Irritable Bowel Syndrome",-0.285714285714286,"negative"
"Bowel Preparation",0.0735294117647059,"positive"
"Depression",-0.1,"negative"
"Erectile Dysfunction",0,"neutral"
"Insomnia",0.0434782608695652,"positive"
"Acne",0.344827586206897,"positive"
"Adhd",0.125,"positive"
"Acne",0.111111111111111,"positive"
"Acne",0,"neutral"
"Diabetes, Type 2",-0.111111111111111,"negative"
"Birth Control",0.0526315789473684,"positive"
"Bowel Preparation",0.0923076923076923,"positive"
"Birth Control",0,"neutral"
"Bipolar Disorder",0.166666666666667,"positive"
"Anesthesia",0.115384615384615,"positive"
"Back Pain",-0.111111111111111,"negative"
"Emergency Contraception",0.1875,"positive"
"Insomnia",0.0882352941176471,"positive"
"Anorexia",0.0606060606060606,"positive"
"Depression",-0.0655737704918033,"negative"
"Depression",-0.130434782608696,"negative"
"Ulcerative Colitis",0.0172413793103448,"positive"
"Inflammatory Conditions",-0.227272727272727,"negative"
"Urinary Tract Infection",-0.0142857142857143,"negative"
"Osteoarthritis",0.0566037735849057,"positive"
"Osteoarthritis",0.294117647058824,"positive"
"Birth Control",-0.0701754385964912,"negative"
"Obesity",0.5,"positive"
"Pain",0.0425531914893617,"positive"
"Epilepsy",0,"neutral"
"Birth Control",0.0487804878048781,"positive"
"Not Listed Or Other",-0.1,"negative"
"Anxiety",0.146341463414634,"positive"
"Osteoarthritis",0.0666666666666667,"positive"
"Restless Legs Syndrome",-0.307692307692308,"negative"
"Seizure Prevention",-0.0338983050847458,"negative"
"Depression",-0.0555555555555556,"negative"
"Diarrhea",-0.0461538461538462,"negative"
"Systemic Lupus Erythematosus",0.0526315789473684,"positive"
"Anxiety",0.19047619047619,"positive"
"Emergency Contraception",-0.0140845070422535,"negative"
"Bipolar Disorder",-0.208955223880597,"negative"
"Depression",-0.0606060606060606,"negative"
"Hepatitis C",-0.0357142857142857,"negative"
"Birth Control",0,"neutral"
"Abnormal Uterine Bleeding",-0.142857142857143,"negative"
"Vaginal Yeast Infection",-0.357142857142857,"negative"
"Anxiety",-0.0185185185185185,"negative"
"Anxiety",-0.133333333333333,"negative"
"Irritable Bowel Syndrome",-0.0588235294117647,"negative"
"Birth Control",0.0909090909090909,"positive"
"Obesity",0,"neutral"
"Psoriatic Arthritis",0,"neutral"
"Birth Control",-0.111111111111111,"negative"
"Sinusitis",0.0666666666666667,"positive"
"Schizophrenia",0.188679245283019,"positive"
"Back Pain",0,"neutral"
"Depression",0.0615384615384615,"positive"
"Major Depressive Disorder",0,"neutral"
"Muscle Spasm",0.130434782608696,"positive"
"Birth Control",-0.0454545454545455,"negative"
"Hepatitis C",0.0227272727272727,"positive"
"Hypogonadism, Male",0.072463768115942,"positive"
"Gerd",-0.2,"negative"
"Ovarian Cysts",0.0149253731343284,"positive"
"Underactive Thyroid",0,"neutral"
"Urinary Tract Infection",0.0434782608695652,"positive"
"Emergency Contraception",0.0222222222222222,"positive"
"Hepatitis C",0.0888888888888889,"positive"
